id,localizacion,latitud,longitud,magnitud,time,profundidad,mes,ano,estado,estatus,hora,minuto
1613,361 km al SUR de CABO SAN LUCAS,19.684,-109.289,5.3,0.095266204,10,7,2018,BCS,revisado,2,17
1614,114 km al SUROESTE de PIJIJIAPAN,14.7987,-93.747,5.2,0.462453704,31.4,8,2018,CHIS,revisado,11,5
1615,25 km al SUROESTE de TECPAN,17.112,-100.839,5.2,0.404270833,44.3,8,2018,GRO,revisado,9,42
1616,40 km al SUROESTE de OMETEPEC,16.5337,-98.7447,5.3,0.543842593,8.1,8,2018,GRO,revisado,13,3
1617,75 km al SUROESTE de PINOTEPA NACIONAL,15.7963,-98.4767,5,0.510960648,18.7,9,2018,OAX,revisado,12,15
1618,156 km al SUROESTE de PIJIJIAPAN,14.6237,-94.1715,5.1,0.899606481,16.3,9,2018,CHIS,revisado,21,35
1619,160 km al SUROESTE de MAPASTEPEC,14.3925,-93.9235,5.3,0.181458333,19,9,2018,CHIS,revisado,4,21
1620,49 km al SURESTE de SAN MARCOS,16.4703,-99.0778,5.2,0.890497685,5.1,9,2018,GRO,revisado,21,22
1621,50 km al SURESTE de SAN MARCOS,16.4765,-99.06,5,0.928668981,5,9,2018,GRO,revisado,22,17
1622,46 km al OESTE de CD HIDALGO,14.6087,-92.5753,5,0.522372685,68.8,9,2018,CHIS,revisado,12,32
1623,17 km al NORTE de GPE VICTORIA(KM.43),32.4352,-115.081,5.2,0.887349537,13.2,9,2018,BC,revisado,21,17
1624,45 km al OESTE de CINTALAPA,16.6507,-94.1387,5.4,0.6965625,123.2,10,2018,CHIS,revisado,16,43
1625,422 km al SUROESTE de PUERTO VALLARTA,19.1535,-108.959,5,0.663935185,15.4,10,2018,JAL,revisado,15,56
1626,131 km al NORESTE de SAN JOSE DEL CABO,23.8983,-108.801,5.4,0.295775463,12,10,2018,BCS,revisado,7,5
1627,121 km al SURESTE de SAN MARCOS,15.7422,-99.0895,5.1,0.200115741,15,10,2018,GRO,revisado,4,48
1628,85 km al ESTE de LORETO,26.1195,-110.501,5.2,0.356840278,17.7,11,2018,BCS,revisado,8,33
1629,370 km al SUROESTE de PUERTO VALLARTA,19.281,-108.477,5.4,0.984652778,4.5,11,2018,JAL,revisado,23,37
1630,146 km al SUROESTE de TONALA,14.8717,-94.3008,5.1,0.832731481,16.5,12,2018,CHIS,revisado,19,59
1631,77 km al SUR de SALINA CRUZ,15.4957,-95.1065,5,0.842511574,18.5,1,2019,OAX,revisado,20,13
1632,176 km al SURESTE de SAN FELIPE,29.621,-113.975,5.3,0.28931713,10,1,2019,BC,revisado,6,56
1633,90 km al SURESTE de SALINA CRUZ,15.4165,-94.9038,5.8,0.248136574,18.7,1,2019,OAX,revisado,5,57
1634,382 km al SUR de CABO SAN LUCAS,19.5362,-109.052,5.2,0.972326389,12,1,2019,BCS,revisado,23,20
1635,12 km al OESTE de CD IXTEPEC,16.5528,-95.2145,5.1,0.787037037,81.4,1,2019,OAX,revisado,18,53
1636,67 km al SUR de LAS CHOAPAS,17.3062,-94.1302,5.4,0.82375,184,1,2019,VER,revisado,19,46
1637,138 km al NORESTE de SAN JOSE DEL CABO,24.089,-108.943,5.3,0.761689815,11.6,1,2019,BCS,revisado,18,16
1638,37 km al SUROESTE de CD HIDALGO,14.5818,-92.4807,6.5,0.426527778,76.2,2,2019,CHIS,revisado,10,14
1639,65 km al SUROESTE de HUETAMO,18.3467,-101.441,5.1,0.392986111,71.4,3,2019,MICH,revisado,9,25
1640,137 km al SUROESTE de CD HIDALGO,14.0313,-93.2342,5,0.661666667,15,3,2019,CHIS,revisado,15,52
1641,6 km al NOROESTE de TECPAN,17.26,-100.674,5.1,0.333900463,10,3,2019,GRO,revisado,8,0
1642,86 km al SURESTE de SALINA CRUZ,15.4297,-94.9822,5.3,0.26912037,22.1,3,2019,OAX,revisado,6,27
1643,83 km al SURESTE de SAN FELIPE,30.6568,-114.078,5.1,0.626168981,5,4,2019,BC,revisado,15,1
1644,115 km al SUROESTE de HUIXTLA,14.3865,-93.2005,5,0.355428241,15,4,2019,CHIS,revisado,8,31
1645,94 km al SUROESTE de CD HIDALGO,13.897,-92.4822,5.1,0.61318287,14.3,4,2019,CHIS,revisado,14,42
1646,79 km al SUROESTE de PINOTEPA NACIONAL,15.958,-98.6733,5.5,0.63568287,15.8,4,2019,OAX,revisado,15,15
1647,396 km al SUR de CABO SAN LUCAS,19.4172,-108.991,5,0.944756944,10,5,2019,BCS,revisado,22,40
1648,376 km al SURESTE de CABO SAN LUCAS,19.6728,-108.755,5,0.40943287,10,5,2019,BCS,revisado,9,49
1649,263 km al OESTE de CIHUATLAN,18.9142,-107.04,5.1,0.705243056,10,5,2019,JAL,revisado,16,55
1650,222 km al SUROESTE de CIHUATLAN,18.31,-106.433,5.1,0.578310185,10,5,2019,JAL,revisado,13,52
1651,383 km al SUROESTE de TECOMAN,15.6,-104.93,5.2,0.108935185,10,5,2019,COL,revisado,2,36
1652,261 km al OESTE de CIHUATLAN,18.6877,-106.975,5.8,0.289884259,10,5,2019,JAL,revisado,6,57
1653,115 km al SUROESTE de HUIXTLA,14.3757,-93.1912,5,0.476747685,15.9,6,2019,CHIS,revisado,11,26
1654,66 km al SURESTE de NUEVA ITALIA,18.5245,-101.753,5,0.517650463,65,6,2019,MICH,revisado,12,25
1655,102 km al SUROESTE de CD HIDALGO,14.3878,-93.0508,5.6,0.730300926,11.5,6,2019,CHIS,revisado,17,31
1656,46 km al NORESTE de MATIAS ROMERO,17.1832,-94.7502,5.1,0.608240741,135.8,6,2019,OAX,revisado,14,35
1657,191 km al SUROESTE de PIJIJIAPAN,14.5065,-94.5088,5.3,0.857395833,5.5,7,2019,CHIS,revisado,20,34
1658,75 km al SUR de SALINA CRUZ,15.5213,-95.0502,5.2,0.059560185,16.1,7,2019,OAX,revisado,1,25
1659,25 km al OESTE de CD HIDALGO,14.6917,-92.3852,5,0.475277778,82.7,7,2019,CHIS,revisado,11,24
1660,5 km al NOROESTE de J RODRIGUEZ CLARA,18.031,-95.4352,5,0.149305556,60.5,8,2019,VER,revisado,3,35
1661,21 km al SUR de TONALA,15.9068,-93.8033,5.5,0.652488426,99.4,8,2019,CHIS,revisado,15,39
1662,279 km al SUR de CABO SAN LUCAS,20.4463,-109.265,5.8,0.691180556,15.3,8,2019,BCS,revisado,16,35
1663,51 km al SUROESTE de ARRIAGA ,15.8793,-94.1975,5,0.868333333,76.4,9,2019,CHIS,revisado,20,50
1664,67 km al SUR de SALINA CRUZ,15.5845,-95.072,5.3,0.217453704,14.2,10,2019,OAX,revisado,5,13
1665,31 km al SUROESTE de SAN MARCOS,16.674,-99.6517,5.1,0.472337963,17.3,10,2019,GRO,revisado,11,20
1666,35 km al SURESTE de PUERTO ESCONDIDO,15.6072,-96.88,5,0.716064815,23.2,10,2019,OAX,revisado,17,11
1667,16 km al SURESTE de FRONTERA COMALAPA,15.5337,-92.0603,5,0.954386574,228.1,10,2019,CHIS,revisado,22,54
1668,63 km al SUROESTE de PINOTEPA NACIONAL,15.8233,-98.3005,5.1,0.999814815,5,11,2019,OAX,revisado,23,59
1669,162 km al SUROESTE de CD HIDALGO,13.7792,-93.3382,6.4,0.935486111,9.4,11,2019,CHIS,revisado,22,27
1670,169 km al SUROESTE de CD HIDALGO,13.674,-93.3313,5.3,0.229791667,10,11,2019,CHIS,revisado,5,30
1671,44 km al SUROESTE de S PEDRO POCHUTLA,15.5227,-96.804,5.1,0.853564815,11,11,2019,OAX,revisado,20,29
1672,101 km al SUR de CD HIDALGO,13.762,-92.1601,5.8,0.072476852,33.2,11,2019,CHIS,revisado,1,44
1673,64 km al NORESTE de MATIAS ROMERO,17.3305,-94.6783,5.1,0.542523148,139,12,2019,OAX,revisado,13,1
1674,84 km al SURESTE de SAN FELIPE,30.6678,-114.058,5,0.267743056,8.1,12,2019,BC,revisado,6,25
1675,159 km al SUROESTE de CD HIDALGO,13.6873,-93.218,5.8,0.408275463,1.1,12,2019,CHIS,revisado,9,47
1676,33 km al SURESTE de UNION HIDALGO,16.2527,-94.6173,6,0.945011574,80.8,1,2020,OAX,revisado,22,40
1677,131 km al SUROESTE de CIHUATLAN,18.3913,-105.428,5.5,0.389826389,17.1,1,2020,JAL,revisado,9,21
1678,30 km al SUROESTE de PINOTEPA NACIONAL,16.2503,-98.3182,5.1,0.348634259,6.9,1,2020,OAX,revisado,8,22
1679,15 km al SUR de PINOTEPA NACIONAL,16.2073,-98.0713,5.1,0.094016204,6.7,1,2020,OAX,revisado,2,15
1680,8 km al SUR de CD IXTEPEC,16.4895,-95.1032,5.3,0.838391204,2.5,1,2020,OAX,revisado,20,7
1681,19 km al NOROESTE de PUERTO ESCONDIDO,16.0018,-97.1782,5.2,0.199872685,27.2,1,2020,OAX,revisado,4,47
1682,25 km al SUR de COYUCA DE BENITEZ,16.787,-100.136,5.1,0.720694444,14.5,1,2020,GRO,revisado,17,17
1683,20 km al SUR de COYUCA DE BENITEZ,16.8308,-100.1,5.3,0.032893519,17.5,1,2020,GRO,revisado,0,47
1684,150 km al SUROESTE de CD HIDALGO,13.6932,-93.1072,5.7,0.897731481,11.4,2,2020,CHIS,revisado,21,32
1685,332 km al SUR de CABO SAN LUCAS,19.9265,-109.432,5,0.196585648,10,2,2020,BCS,revisado,4,43
1686,4 km al NOROESTE de ATOYAC DE ALVAREZ,17.2247,-100.464,5,0.825173611,42.9,2,2020,GRO,revisado,19,48
1687,133 km al SUROESTE de HUIXTLA,14.2843,-93.3423,5,0.604675926,10,3,2020,CHIS,revisado,14,30
1688,82 km al NORESTE de SAN FELIPE,31.6292,-114.327,5.6,0.911134259,8.3,3,2020,BC,revisado,21,52
1689,56 km al SUROESTE de HUIXTLA,14.86,-92.9032,5.1,0.80712963,74.3,3,2020,CHIS,revisado,19,22
1690,32 km al NOROESTE de CD IXTEPEC,16.6435,-95.3877,5.4,0.127476852,16.7,3,2020,OAX,revisado,3,3
1691,94 km al SUROESTE de MAPASTEPEC,14.7087,-93.3273,5.1,0.740289352,22.2,3,2020,CHIS,revisado,17,46
1692,56 km al SUROESTE de OMETEPEC,16.46,-98.8807,5.1,0.964131944,6.7,3,2020,GRO,revisado,23,8
1693,32 km al SUR de PETATLAN,17.259,-101.34,5,0.869618056,5.6,4,2020,GRO,revisado,20,52
1694,129 km al SUROESTE de TONALA,15.048,-94.312,5.2,0.197708333,17.7,4,2020,CHIS,revisado,4,44
1695,162 km al SUROESTE de CD HIDALGO,13.8038,-93.3612,5,0.812916667,8.6,4,2020,CHIS,revisado,19,30
1696,79 km al SURESTE de SALINA CRUZ,15.5203,-94.9307,5,0.978368056,16.1,5,2020,OAX,revisado,23,28
1697,191 km al SUROESTE de MAZATLAN,22.348,-108.011,6.2,0.157013889,5,5,2020,SIN,revisado,3,46
1698,162 km al SUROESTE de PIJIJIAPAN,14.4343,-93.9905,5.3,0.953009259,6.9,5,2020,CHIS,revisado,22,52
1699,14 km al NORESTE de CRUCECITA,15.8405,-96.029,5.2,0.845289352,12,6,2020,OAX,revisado,20,17
1700,4 km al NORTE de CRUCECITA,15.8033,-96.1337,7.4,0.436840278,22.8,6,2020,OAX,revisado,10,29
1701,10 km al OESTE de S PEDRO POCHUTLA,15.7488,-96.5613,5.5,0.898159722,12,6,2020,OAX,revisado,21,33
1702,19 km al SUR de PINOTEPA NACIONAL,16.1683,-98.0412,5.2,0.470787037,16.1,7,2020,OAX,revisado,11,17
1703,46 km al SUR de CRUCECITA,15.3645,-96.0543,5.7,0.930451389,15,7,2020,OAX,revisado,22,19
1704,151 km al SUR de CD HIDALGO,13.3183,-92.2393,5.9,0.595763889,4.8,8,2020,CHIS,revisado,14,17
1705,237 km al SUROESTE de CIHUATLAN,17.7767,-106.205,5,0.187997685,5,8,2020,JAL,revisado,4,30
1706,85 km al NOROESTE de SAN FELIPE,31.4975,-115.544,5.2,0.437881944,15.7,8,2020,BC,revisado,10,30
1707,25 km al OESTE de HUIXTLA,15.08,-92.7,5.2,0.843043981,93,9,2020,CHIS,verificado,20,13
1708,142 km al SUROESTE de MAPASTEPEC,14.56,-93.86,5.5,0.967939815,6,10,2020,CHIS,verificado,23,13
1709,44 km al SURESTE de CD HIDALGO,14.52,-91.77,5,0.046481481,108,10,2020,CHIS,verificado,1,6
1710,71 km al SUROESTE de TAPACHULA,14.55,-92.8,5.1,0.283298611,48,10,2020,CHIS,verificado,6,47
1711,63 km al SUR de CD HIDALGO,14.11,-92.1,5,0.890115741,26,11,2020,CHIS,verificado,21,21
